ID da Compra,ID do Cliente,ID do Produto,Data da Compra,Valor da Compra
1307,Cliente-155,Produto-69,2023-4-15,46.35
1308,Cliente-146,Produto-5,2023-5-21,293.91
1309,Cliente-1,Produto-46,2023-4-17,446.9
1310,Cliente-428,Produto-89,2023-12-19,61.77
1311,Cliente-451,Produto-41,2023-2-8,20.59
1312,Cliente-47,Produto-46,2023-12-11,137.12
1313,Cliente-150,Produto-83,2023-6-16,234.16
1314,Cliente-132,Produto-83,2023-12-28,241.89
1315,Cliente-363,Produto-60,2023-3-1,362.19
1316,Cliente-447,Produto-79,2023-9-4,85.24
1317,Cliente-6,Produto-79,2023-10-24,115.3
1318,Cliente-403,Produto-35,2023-1-18,44.86
1319,Cliente-455,Produto-55,2023-12-23,449.8
1320,Cliente-207,Produto-97,2023-8-25,18.5
1321,Cliente-434,Produto-83,2023-11-15,300.76
1322,Cliente-46,Produto-69,2023-4-9,178.25
1323,Cliente-496,Produto-75,2023-9-5,461.33
1324,Cliente-328,Produto-72,2023-12-19,100.34
1325,Cliente-176,Produto-70,2023-9-4,173.38
1326,Cliente-60,Produto-47,2023-9-17,316.51
1327,Cliente-149,Produto-69,2023-9-17,117.5
1328,Cliente-403,Produto-39,2023-5-16,127.61
1329,Cliente-121,Produto-24,2023-6-24,157.76
1330,Cliente-417,Produto-33,2023-11-7,491.71
1331,Cliente-449,Produto-26,2023-5-2,304.05
1332,Cliente-248,Produto-70,2023-3-9,255.99
1333,Cliente-279,Produto-85,2023-7-2,19.1
1334,Cliente-47,Produto-97,2023-10-25,101.98
1335,Cliente-443,Produto-44,2023-7-18,434.7
1336,Cliente-345,Produto-58,2023-5-23,413.97
1337,Cliente-53,Produto-79,2023-8-11,168.25
1338,Cliente-344,Produto-49,2023-10-3,145.33
1339,Cliente-412,Produto-9,2023-2-20,315.22
1340,Cliente-230,Produto-7,2023-4-14,499.66
1341,Cliente-317,Produto-20,2023-6-5,43.81
1342,Cliente-487,Produto-43,2023-8-24,418.25
1343,Cliente-134,Produto-6,2023-5-10,43.52
1344,Cliente-113,Produto-35,2023-6-24,188.04
1345,Cliente-184,Produto-16,2023-7-17,341.32
1346,Cliente-331,Produto-66,2023-8-19,257.28
1347,Cliente-132,Produto-48,2023-4-8,339.73
1348,Cliente-141,Produto-90,2023-2-3,325.51
1349,Cliente-166,Produto-60,2023-11-1,283.18
1350,Cliente-433,Produto-94,2023-10-15,69.03
1351,Cliente-246,Produto-64,2023-4-17,331.84
1352,Cliente-360,Produto-17,2023-7-2,255.23
1353,Cliente-334,Produto-60,2023-6-5,284.55
1354,Cliente-365,Produto-96,2023-1-12,63.77
1355,Cliente-81,Produto-6,2023-12-21,251.34
1356,Cliente-57,Produto-65,2023-5-17,85.48
1357,Cliente-288,Produto-72,2023-2-3,79.34
1358,Cliente-152,Produto-58,2023-12-17,65.55
1359,Cliente-264,Produto-14,2023-9-24,151.77
1360,Cliente-239,Produto-75,2023-11-10,270.63
1361,Cliente-349,Produto-60,2023-12-8,229.2
1362,Cliente-175,Produto-75,2023-4-6,408.42
1363,Cliente-27,Produto-65,2023-9-28,53.5
1364,Cliente-487,Produto-18,2023-2-20,366.53
1365,Cliente-147,Produto-3,2023-8-3,460.37
1366,Cliente-331,Produto-87,2023-5-28,100.93
1367,Cliente-377,Produto-30,2023-2-6,160.66
1368,Cliente-383,Produto-53,2023-5-28,128.84
1369,Cliente-311,Produto-46,2023-12-16,276.23
1370,Cliente-190,Produto-24,2023-5-21,164.96
1371,Cliente-327,Produto-33,2023-10-14,189.63
1372,Cliente-352,Produto-100,2023-9-14,366.25
1373,Cliente-485,Produto-48,2023-2-23,485.38
1374,Cliente-346,Produto-96,2023-5-24,66.85
1375,Cliente-15,Produto-25,2023-3-17,476.67
1376,Cliente-190,Produto-71,2023-1-1,153.98
1377,Cliente-358,Produto-14,2023-6-8,459.48
1378,Cliente-478,Produto-32,2023-5-6,38.58
1379,Cliente-439,Produto-92,2023-8-17,322.09
1380,Cliente-331,Produto-14,2023-10-19,437.78
1381,Cliente-279,Produto-83,2023-6-15,433.7
1382,Cliente-324,Produto-44,2023-3-5,228.45
1383,Cliente-109,Produto-15,2023-6-2,368.97
1384,Cliente-57,Produto-16,2023-6-28,153.97
1385,Cliente-151,Produto-15,2023-7-28,349.96
1386,Cliente-446,Produto-47,2023-1-27,191.66
1387,Cliente-351,Produto-84,2023-12-21,94.62
1388,Cliente-177,Produto-95,2023-11-11,309.77
1389,Cliente-94,Produto-13,2023-10-8,443.95
1390,Cliente-194,Produto-74,2023-12-12,117.95
1391,Cliente-16,Produto-73,2023-6-19,158.7
1392,Cliente-455,Produto-64,2023-1-19,370.11
1393,Cliente-294,Produto-96,2023-6-13,272.8
1394,Cliente-382,Produto-47,2023-12-28,13.03
1395,Cliente-273,Produto-69,2023-2-7,368.17
1396,Cliente-319,Produto-68,2023-1-20,410.21
1397,Cliente-368,Produto-55,2023-6-5,197.59
1398,Cliente-180,Produto-79,2023-4-16,130.55
1399,Cliente-391,Produto-12,2023-2-20,362.83
1400,Cliente-412,Produto-58,2023-5-3,270.57
1401,Cliente-496,Produto-6,2023-9-18,295.98
1402,Cliente-459,Produto-27,2023-1-27,64.55
1403,Cliente-190,Produto-80,2023-3-10,301.81
1404,Cliente-401,Produto-49,2023-8-2,213.79
1405,Cliente-132,Produto-64,2023-9-28,93.31
1406,Cliente-38,Produto-32,2023-4-4,211.6
1407,Cliente-115,Produto-99,2023-9-13,465.67
1408,Cliente-394,Produto-70,2023-11-27,324.18
1409,Cliente-228,Produto-54,2023-2-13,320.03
1410,Cliente-273,Produto-54,2023-4-17,219.04
1411,Cliente-186,Produto-74,2023-5-5,414.06
1412,Cliente-326,Produto-50,2023-5-25,491.94
1413,Cliente-203,Produto-31,2023-9-19,210.33
1414,Cliente-195,Produto-89,2023-12-5,10.0
1415,Cliente-123,Produto-41,2023-7-6,428.47
1416,Cliente-265,Produto-18,2023-2-1,66.04
1417,Cliente-475,Produto-23,2023-3-3,308.53
1418,Cliente-145,Produto-27,2023-7-14,168.75
1419,Cliente-352,Produto-42,2023-10-26,390.45
1420,Cliente-73,Produto-30,2023-8-28,445.87
1421,Cliente-190,Produto-19,2023-3-23,155.27
1422,Cliente-192,Produto-40,2023-10-7,298.14
1423,Cliente-177,Produto-49,2023-6-8,230.2
1424,Cliente-98,Produto-71,2023-1-6,89.11
1425,Cliente-120,Produto-55,2023-4-22,197.4
1426,Cliente-434,Produto-45,2023-4-4,181.58
1427,Cliente-142,Produto-92,2023-3-17,155.18
1428,Cliente-335,Produto-15,2023-6-15,364.71
1429,Cliente-21,Produto-63,2023-3-11,156.37
1430,Cliente-59,Produto-80,2023-12-27,175.6
1431,Cliente-328,Produto-96,2023-1-8,198.88
1432,Cliente-284,Produto-42,2023-4-10,175.95
1433,Cliente-208,Produto-85,2023-9-3,89.88
1434,Cliente-18,Produto-38,2023-6-8,15.24
1435,Cliente-434,Produto-31,2023-12-5,303.84
1436,Cliente-304,Produto-39,2023-3-7,223.55
1437,Cliente-35,Produto-65,2023-12-18,438.74
1438,Cliente-159,Produto-92,2023-10-5,482.1
1439,Cliente-159,Produto-97,2023-9-25,291.08
1440,Cliente-449,Produto-10,2023-10-16,185.52
1441,Cliente-460,Produto-5,2023-7-3,327.79
1442,Cliente-326,Produto-34,2023-2-4,283.77
1443,Cliente-25,Produto-44,2023-8-10,15.01
1444,Cliente-467,Produto-73,2023-2-5,110.4
1445,Cliente-121,Produto-19,2023-9-16,200.05
1446,Cliente-11,Produto-26,2023-12-27,157.37
1447,Cliente-54,Produto-41,2023-1-2,391.34
1448,Cliente-113,Produto-77,2023-1-3,473.85
1449,Cliente-25,Produto-42,2023-1-18,270.56
1450,Cliente-387,Produto-47,2023-10-7,186.32
1451,Cliente-368,Produto-74,2023-7-22,166.3
1452,Cliente-120,Produto-27,2023-11-17,301.44
1453,Cliente-180,Produto-18,2023-6-7,271.65
1454,Cliente-426,Produto-74,2023-1-27,389.77
1455,Cliente-382,Produto-68,2023-3-22,300.98
1456,Cliente-492,Produto-11,2023-4-2,257.57
1457,Cliente-381,Produto-49,2023-7-19,472.92
1458,Cliente-255,Produto-96,2023-10-20,199.0
1459,Cliente-372,Produto-40,2023-9-10,60.54
1460,Cliente-407,Produto-3,2023-8-25,363.65
1461,Cliente-153,Produto-17,2023-2-21,220.23
1462,Cliente-106,Produto-83,2023-2-20,314.35
1463,Cliente-451,Produto-6,2023-5-1,430.12
1464,Cliente-104,Produto-94,2023-8-6,35.97
1465,Cliente-72,Produto-33,2023-1-28,144.46
1466,Cliente-88,Produto-65,2023-12-9,136.26
1467,Cliente-153,Produto-98,2023-10-23,31.29
1468,Cliente-139,Produto-82,2023-1-22,49.74
1469,Cliente-134,Produto-44,2023-7-2,304.26
1470,Cliente-339,Produto-71,2023-12-26,374.17
1471,Cliente-66,Produto-87,2023-12-20,55.48
1472,Cliente-5,Produto-52,2023-1-15,455.72
1473,Cliente-146,Produto-58,2023-7-5,387.34
1474,Cliente-254,Produto-87,2023-3-8,103.35
1475,Cliente-11,Produto-60,2023-2-15,221.81
1476,Cliente-486,Produto-30,2023-10-20,382.94
1477,Cliente-154,Produto-76,2023-6-23,207.46
1478,Cliente-21,Produto-63,2023-10-4,400.42
1479,Cliente-192,Produto-14,2023-11-25,313.5
1480,Cliente-126,Produto-23,2023-3-6,119.48
1481,Cliente-233,Produto-76,2023-10-18,171.3
1482,Cliente-321,Produto-19,2023-6-3,428.06
1483,Cliente-320,Produto-25,2023-3-3,488.59
1484,Cliente-477,Produto-42,2023-4-5,427.85
1485,Cliente-177,Produto-100,2023-6-6,44.23
1486,Cliente-207,Produto-21,2023-12-22,280.98
1487,Cliente-352,Produto-79,2023-9-3,50.73
1488,Cliente-227,Produto-71,2023-9-22,74.05
1489,Cliente-493,Produto-97,2023-9-1,387.04
1490,Cliente-316,Produto-20,2023-5-9,216.34
1491,Cliente-309,Produto-82,2023-8-27,435.78
1492,Cliente-39,Produto-99,2023-4-15,396.18
1493,Cliente-360,Produto-21,2023-10-25,119.44
1494,Cliente-271,Produto-77,2023-6-20,263.84
1495,Cliente-380,Produto-2,2023-8-25,205.1
1496,Cliente-343,Produto-68,2023-6-25,375.91
1497,Cliente-36,Produto-32,2023-4-15,152.74
1498,Cliente-336,Produto-100,2023-9-15,45.9
1499,Cliente-162,Produto-14,2023-11-19,440.84
1500,Cliente-332,Produto-74,2023-7-27,275.38
1501,Cliente-429,Produto-70,2023-6-8,174.09
1502,Cliente-140,Produto-79,2023-3-21,413.07
1503,Cliente-256,Produto-48,2023-1-9,138.66
1504,Cliente-207,Produto-26,2023-8-5,270.34
1505,Cliente-307,Produto-36,2023-10-20,222.19
1506,Cliente-147,Produto-23,2023-9-3,251.48
1507,Cliente-298,Produto-36,2023-6-23,343.16
1508,Cliente-174,Produto-53,2023-5-25,443.03
1509,Cliente-218,Produto-70,2023-8-10,328.04
1510,Cliente-123,Produto-51,2023-5-15,448.05
1511,Cliente-35,Produto-86,2023-3-15,362.12
1512,Cliente-49,Produto-94,2023-10-22,42.2
1513,Cliente-288,Produto-65,2023-6-21,54.24
1514,Cliente-196,Produto-16,2023-10-17,343.74
1515,Cliente-207,Produto-33,2023-9-18,277.57
1516,Cliente-31,Produto-74,2023-5-5,186.06
1517,Cliente-396,Produto-28,2023-10-14,31.51
1518,Cliente-191,Produto-76,2023-8-24,57.88
1519,Cliente-206,Produto-51,2023-10-24,48.42
1520,Cliente-397,Produto-81,2023-6-6,393.11
1521,Cliente-159,Produto-76,2023-7-10,197.75
1522,Cliente-474,Produto-62,2023-9-1,30.29
1523,Cliente-47,Produto-37,2023-11-7,152.78
1524,Cliente-12,Produto-26,2023-7-7,154.64
1525,Cliente-244,Produto-78,2023-6-16,19.19
1526,Cliente-220,Produto-57,2023-7-6,224.31
1527,Cliente-40,Produto-91,2023-8-2,183.22
1528,Cliente-401,Produto-76,2023-1-16,349.7
1529,Cliente-245,Produto-55,2023-7-12,427.85
1530,Cliente-180,Produto-22,2023-5-9,468.25
1531,Cliente-469,Produto-10,2023-5-17,143.22
1532,Cliente-293,Produto-90,2023-3-14,410.23
1533,Cliente-236,Produto-84,2023-3-28,360.39
1534,Cliente-208,Produto-9,2023-5-5,347.84
1535,Cliente-252,Produto-21,2023-10-18,173.16
1536,Cliente-163,Produto-93,2023-8-19,224.18
1537,Cliente-38,Produto-69,2023-7-7,402.72
1538,Cliente-433,Produto-11,2023-10-26,76.3
1539,Cliente-320,Produto-2,2023-10-7,192.67
1540,Cliente-466,Produto-49,2023-10-24,143.45
1541,Cliente-421,Produto-30,2023-12-6,350.94
1542,Cliente-14,Produto-100,2023-10-1,451.04
1543,Cliente-13,Produto-11,2023-6-18,381.12
1544,Cliente-341,Produto-46,2023-9-17,269.76
1545,Cliente-190,Produto-34,2023-10-22,317.86
1546,Cliente-11,Produto-11,2023-6-2,273.18
1547,Cliente-162,Produto-51,2023-2-26,383.01
1548,Cliente-286,Produto-17,2023-5-21,169.87
1549,Cliente-122,Produto-31,2023-12-17,456.1
1550,Cliente-494,Produto-10,2023-3-7,399.49
1551,Cliente-301,Produto-8,2023-12-26,74.52
1552,Cliente-157,Produto-81,2023-11-21,311.21
1553,Cliente-348,Produto-92,2023-4-28,201.86
1554,Cliente-200,Produto-31,2023-5-22,193.48
1555,Cliente-364,Produto-8,2023-4-20,116.51
1556,Cliente-413,Produto-35,2023-4-27,317.4
1557,Cliente-140,Produto-41,2023-3-25,74.32
1558,Cliente-233,Produto-15,2023-11-25,463.81
1559,Cliente-186,Produto-53,2023-3-15,310.57
1560,Cliente-227,Produto-59,2023-2-25,451.28
1561,Cliente-332,Produto-47,2023-2-1,38.61
1562,Cliente-448,Produto-5,2023-1-14,345.95
1563,Cliente-286,Produto-51,2023-9-12,194.15
1564,Cliente-156,Produto-12,2023-3-28,86.86
1565,Cliente-485,Produto-24,2023-2-25,462.47
1566,Cliente-490,Produto-55,2023-10-7,286.07
1567,Cliente-476,Produto-61,2023-7-22,275.12
1568,Cliente-177,Produto-82,2023-9-6,238.26
1569,Cliente-187,Produto-67,2023-4-28,438.77
1570,Cliente-161,Produto-66,2023-6-28,91.83
1571,Cliente-460,Produto-76,2023-8-17,203.76
1572,Cliente-235,Produto-100,2023-12-2,145.73
1573,Cliente-98,Produto-1,2023-10-3,272.55
1574,Cliente-394,Produto-76,2023-8-9,435.1
1575,Cliente-360,Produto-49,2023-6-24,315.06
1576,Cliente-232,Produto-60,2023-1-26,155.06
1577,Cliente-405,Produto-30,2023-8-1,133.12
1578,Cliente-467,Produto-62,2023-3-11,306.68
1579,Cliente-38,Produto-8,2023-3-12,144.35
1580,Cliente-204,Produto-26,2023-7-25,367.52
1581,Cliente-408,Produto-62,2023-6-16,461.91
1582,Cliente-370,Produto-86,2023-11-5,91.34
1583,Cliente-304,Produto-67,2023-6-25,12.78
1584,Cliente-411,Produto-43,2023-3-4,366.41
1585,Cliente-381,Produto-32,2023-10-5,369.27
1586,Cliente-366,Produto-7,2023-10-28,70.85
1587,Cliente-45,Produto-12,2023-9-18,308.94
1588,Cliente-161,Produto-96,2023-8-24,176.17
1589,Cliente-8,Produto-49,2023-9-12,31.07
1590,Cliente-313,Produto-50,2023-2-5,153.03
1591,Cliente-44,Produto-7,2023-1-13,102.6
1592,Cliente-316,Produto-51,2023-7-19,395.58
1593,Cliente-112,Produto-93,2023-12-3,148.58
1594,Cliente-412,Produto-22,2023-6-2,57.84
1595,Cliente-436,Produto-24,2023-1-8,457.9
1596,Cliente-285,Produto-54,2023-8-24,171.89
1597,Cliente-250,Produto-83,2023-10-11,53.96
1598,Cliente-42,Produto-70,2023-8-14,173.32
1599,Cliente-176,Produto-34,2023-9-24,194.37
1600,Cliente-367,Produto-82,2023-10-19,34.98
1601,Cliente-181,Produto-34,2023-2-14,167.71
1602,Cliente-140,Produto-30,2023-2-7,492.94
1603,Cliente-321,Produto-35,2023-5-5,308.59
1604,Cliente-161,Produto-63,2023-6-9,199.1
1605,Cliente-409,Produto-20,2023-11-18,357.11
1606,Cliente-96,Produto-9,2023-3-3,307.56
1607,Cliente-325,Produto-64,2023-3-25,112.99
1608,Cliente-343,Produto-20,2023-1-22,98.04
1609,Cliente-228,Produto-39,2023-5-25,218.71
1610,Cliente-2,Produto-68,2023-3-16,143.76
1611,Cliente-282,Produto-85,2023-7-9,303.05
1612,Cliente-262,Produto-75,2023-9-6,160.28
1613,Cliente-432,Produto-47,2023-7-18,447.11
1614,Cliente-330,Produto-30,2023-5-9,73.17
1615,Cliente-104,Produto-55,2023-9-9,199.95
1616,Cliente-156,Produto-56,2023-3-23,311.67
1617,Cliente-316,Produto-91,2023-2-7,109.12
1618,Cliente-403,Produto-72,2023-4-18,429.92
1619,Cliente-164,Produto-29,2023-7-17,386.66
1620,Cliente-21,Produto-24,2023-9-25,431.64
1621,Cliente-266,Produto-43,2023-7-26,313.5
1622,Cliente-257,Produto-82,2023-2-2,316.27
1623,Cliente-250,Produto-25,2023-8-23,183.21
1624,Cliente-441,Produto-75,2023-8-12,281.5
1625,Cliente-53,Produto-71,2023-9-17,40.34
1626,Cliente-261,Produto-85,2023-1-26,429.18
1627,Cliente-172,Produto-16,2023-7-18,313.05
1628,Cliente-376,Produto-39,2023-10-8,157.44
1629,Cliente-492,Produto-42,2023-3-18,461.51
1630,Cliente-366,Produto-62,2023-6-18,358.06
1631,Cliente-420,Produto-28,2023-10-19,362.69
1632,Cliente-486,Produto-57,2023-9-12,167.83
1633,Cliente-77,Produto-85,2023-10-28,490.48
1634,Cliente-62,Produto-10,2023-10-23,263.76
1635,Cliente-311,Produto-11,2023-6-24,354.41
1636,Cliente-84,Produto-90,2023-9-6,22.54
1637,Cliente-483,Produto-44,2023-8-26,360.09
1638,Cliente-246,Produto-16,2023-7-28,174.39
1639,Cliente-191,Produto-51,2023-11-18,216.25
1640,Cliente-18,Produto-7,2023-8-5,108.15
1641,Cliente-423,Produto-15,2023-11-28,472.21
1642,Cliente-398,Produto-89,2023-3-12,89.3
1643,Cliente-265,Produto-20,2023-3-24,206.8
1644,Cliente-369,Produto-68,2023-10-8,279.31
1645,Cliente-188,Produto-59,2023-12-2,50.79
1646,Cliente-36,Produto-12,2023-3-20,157.29
1647,Cliente-95,Produto-55,2023-3-9,367.76
1648,Cliente-460,Produto-64,2023-5-1,27.18
1649,Cliente-293,Produto-27,2023-7-1,101.26
1650,Cliente-440,Produto-74,2023-10-2,305.1
1651,Cliente-127,Produto-22,2023-6-4,71.67
1652,Cliente-68,Produto-52,2023-4-28,412.26
1653,Cliente-399,Produto-71,2023-7-7,201.52
1654,Cliente-341,Produto-24,2023-4-4,343.72
1655,Cliente-293,Produto-49,2023-3-11,440.74
1656,Cliente-131,Produto-4,2023-12-17,301.58
1657,Cliente-428,Produto-99,2023-4-14,130.84
1658,Cliente-366,Produto-81,2023-7-8,384.84
1659,Cliente-466,Produto-10,2023-7-13,112.58
1660,Cliente-130,Produto-9,2023-5-15,267.31
1661,Cliente-211,Produto-14,2023-11-17,450.81
1662,Cliente-394,Produto-25,2023-11-12,282.73
1663,Cliente-406,Produto-48,2023-10-24,175.16
1664,Cliente-486,Produto-77,2023-9-6,232.54
1665,Cliente-97,Produto-47,2023-6-22,194.34
1666,Cliente-57,Produto-24,2023-1-11,246.38
1667,Cliente-229,Produto-97,2023-10-10,364.43
1668,Cliente-222,Produto-51,2023-11-13,23.69
1669,Cliente-141,Produto-100,2023-7-26,238.68
1670,Cliente-7,Produto-45,2023-1-12,169.23
1671,Cliente-404,Produto-84,2023-12-22,291.23
1672,Cliente-84,Produto-75,2023-2-10,410.27
1673,Cliente-166,Produto-2,2023-4-14,203.12
1674,Cliente-211,Produto-51,2023-11-16,31.22
1675,Cliente-449,Produto-60,2023-12-28,361.64
1676,Cliente-137,Produto-61,2023-5-2,422.42
1677,Cliente-44,Produto-5,2023-10-28,451.17
1678,Cliente-359,Produto-76,2023-8-3,266.6
1679,Cliente-170,Produto-62,2023-5-14,469.97
1680,Cliente-326,Produto-71,2023-8-16,30.16
1681,Cliente-124,Produto-31,2023-10-24,54.72
1682,Cliente-359,Produto-26,2023-8-19,126.13
1683,Cliente-252,Produto-79,2023-8-18,185.75
1684,Cliente-473,Produto-41,2023-8-10,472.92
1685,Cliente-269,Produto-6,2023-12-23,232.26
1686,Cliente-374,Produto-87,2023-5-27,65.91
1687,Cliente-373,Produto-33,2023-4-6,191.64
1688,Cliente-258,Produto-97,2023-10-20,53.5
1689,Cliente-282,Produto-9,2023-4-14,189.35
1690,Cliente-413,Produto-88,2023-7-12,327.22
1691,Cliente-279,Produto-26,2023-4-12,239.78
1692,Cliente-438,Produto-52,2023-7-9,269.29
1693,Cliente-185,Produto-98,2023-5-26,148.38
1694,Cliente-463,Produto-47,2023-12-25,27.22
1695,Cliente-389,Produto-33,2023-7-21,477.87
1696,Cliente-42,Produto-87,2023-1-19,48.36
1697,Cliente-200,Produto-76,2023-12-24,55.02
1698,Cliente-289,Produto-89,2023-11-17,355.81
1699,Cliente-493,Produto-49,2023-10-18,13.32
1700,Cliente-369,Produto-9,2023-5-17,299.35
1701,Cliente-315,Produto-10,2023-2-22,272.67
1702,Cliente-254,Produto-79,2023-5-14,72.22
1703,Cliente-134,Produto-93,2023-3-8,414.96
1704,Cliente-234,Produto-86,2023-1-15,306.2
1705,Cliente-57,Produto-50,2023-8-11,96.89
1706,Cliente-128,Produto-49,2023-5-14,162.4
1707,Cliente-62,Produto-55,2023-2-24,179.4
1708,Cliente-180,Produto-51,2023-4-24,213.46
1709,Cliente-466,Produto-35,2023-8-25,59.62
1710,Cliente-206,Produto-23,2023-12-20,244.34
1711,Cliente-358,Produto-41,2023-6-26,314.28
1712,Cliente-446,Produto-99,2023-9-4,256.31
1713,Cliente-100,Produto-88,2023-10-6,185.29
1714,Cliente-155,Produto-39,2023-10-4,109.21
1715,Cliente-306,Produto-97,2023-3-6,230.38
1716,Cliente-44,Produto-3,2023-7-13,57.59
1717,Cliente-348,Produto-97,2023-2-23,222.58
1718,Cliente-208,Produto-57,2023-10-28,97.61
1719,Cliente-376,Produto-88,2023-5-19,144.03
1720,Cliente-490,Produto-40,2023-1-7,324.32
1721,Cliente-318,Produto-100,2023-11-2,362.47
1722,Cliente-49,Produto-13,2023-9-4,277.36
1723,Cliente-39,Produto-20,2023-5-9,256.06
1724,Cliente-262,Produto-36,2023-2-13,11.08
1725,Cliente-121,Produto-53,2023-4-24,57.71
1726,Cliente-271,Produto-78,2023-11-3,435.44
1727,Cliente-288,Produto-64,2023-10-24,465.19
1728,Cliente-338,Produto-48,2023-11-22,266.21
1729,Cliente-456,Produto-47,2023-7-13,352.71
1730,Cliente-169,Produto-90,2023-3-14,454.14
1731,Cliente-482,Produto-38,2023-10-16,243.86
1732,Cliente-155,Produto-70,2023-9-1,249.56
1733,Cliente-338,Produto-26,2023-11-6,172.84
1734,Cliente-492,Produto-86,2023-12-21,487.18
1735,Cliente-361,Produto-71,2023-10-23,469.35
1736,Cliente-280,Produto-7,2023-9-5,247.94
1737,Cliente-97,Produto-71,2023-9-17,301.4
1738,Cliente-236,Produto-61,2023-2-9,186.26
1739,Cliente-12,Produto-53,2023-12-2,396.17
1740,Cliente-251,Produto-29,2023-10-28,95.89
1741,Cliente-302,Produto-17,2023-6-27,389.02
1742,Cliente-481,Produto-23,2023-12-6,227.18
1743,Cliente-146,Produto-60,2023-3-27,221.18
1744,Cliente-485,Produto-79,2023-1-17,168.37
1745,Cliente-289,Produto-57,2023-4-18,178.69
1746,Cliente-494,Produto-84,2023-3-23,34.32
1747,Cliente-489,Produto-73,2023-10-12,486.47
1748,Cliente-383,Produto-37,2023-4-13,73.56
1749,Cliente-394,Produto-2,2023-11-22,275.47
1750,Cliente-174,Produto-25,2023-9-1,329.17
1751,Cliente-269,Produto-32,2023-1-16,129.62
1752,Cliente-104,Produto-67,2023-2-1,286.69
1753,Cliente-199,Produto-31,2023-5-15,384.11
1754,Cliente-21,Produto-30,2023-5-12,13.07
1755,Cliente-89,Produto-56,2023-12-19,148.01
1756,Cliente-39,Produto-27,2023-8-20,132.03
1757,Cliente-394,Produto-17,2023-11-1,221.23
1758,Cliente-46,Produto-67,2023-3-9,72.18
1759,Cliente-181,Produto-34,2023-5-19,198.81
1760,Cliente-293,Produto-6,2023-10-13,283.79
1761,Cliente-394,Produto-79,2023-2-24,204.7
1762,Cliente-466,Produto-72,2023-2-28,57.54
1763,Cliente-347,Produto-22,2023-9-3,81.53
1764,Cliente-33,Produto-30,2023-3-2,366.91
1765,Cliente-465,Produto-11,2023-7-13,287.76
1766,Cliente-386,Produto-21,2023-11-18,288.54
1767,Cliente-309,Produto-61,2023-10-16,478.11
1768,Cliente-429,Produto-30,2023-8-12,392.91
1769,Cliente-263,Produto-62,2023-8-5,265.11
1770,Cliente-187,Produto-70,2023-5-13,216.31
1771,Cliente-217,Produto-37,2023-11-7,113.29
1772,Cliente-344,Produto-41,2023-7-11,84.04
1773,Cliente-345,Produto-97,2023-12-4,330.62
1774,Cliente-413,Produto-77,2023-7-6,317.57
1775,Cliente-244,Produto-15,2023-2-25,462.26
1776,Cliente-263,Produto-33,2023-7-4,124.91
1777,Cliente-299,Produto-9,2023-10-1,104.47
1778,Cliente-158,Produto-29,2023-6-15,499.6
1779,Cliente-163,Produto-35,2023-7-14,49.76
1780,Cliente-36,Produto-68,2023-8-2,294.77
1781,Cliente-22,Produto-37,2023-1-27,194.55
1782,Cliente-259,Produto-85,2023-8-20,154.39
1783,Cliente-151,Produto-9,2023-10-12,52.9
1784,Cliente-84,Produto-63,2023-3-8,345.89
1785,Cliente-201,Produto-30,2023-4-16,272.88
1786,Cliente-434,Produto-35,2023-7-20,134.08
1787,Cliente-122,Produto-59,2023-8-22,97.77
1788,Cliente-371,Produto-30,2023-7-24,328.67
1789,Cliente-73,Produto-79,2023-1-19,377.7
1790,Cliente-48,Produto-50,2023-5-12,317.73
1791,Cliente-205,Produto-89,2023-11-7,215.32
1792,Cliente-3,Produto-4,2023-1-16,53.55
1793,Cliente-459,Produto-49,2023-10-9,327.58
1794,Cliente-475,Produto-17,2023-6-25,199.94
1795,Cliente-102,Produto-94,2023-9-22,69.13
1796,Cliente-492,Produto-70,2023-11-21,245.43
1797,Cliente-412,Produto-17,2023-11-7,397.01
1798,Cliente-228,Produto-7,2023-11-23,172.42
1799,Cliente-281,Produto-19,2023-10-18,99.63
1800,Cliente-427,Produto-28,2023-8-8,498.55
1801,Cliente-120,Produto-67,2023-5-3,383.22
1802,Cliente-33,Produto-79,2023-10-25,347.57
1803,Cliente-374,Produto-56,2023-2-17,43.93
1804,Cliente-147,Produto-87,2023-5-12,182.62
1805,Cliente-305,Produto-40,2023-1-15,469.37
1806,Cliente-52,Produto-24,2023-12-4,109.77
1807,Cliente-254,Produto-11,2023-3-23,407.42
1808,Cliente-79,Produto-99,2023-8-24,288.34
1809,Cliente-136,Produto-30,2023-11-23,378.04
1810,Cliente-329,Produto-22,2023-9-13,371.33
1811,Cliente-466,Produto-65,2023-9-10,271.61
1812,Cliente-219,Produto-1,2023-2-22,64.33
1813,Cliente-336,Produto-88,2023-9-21,451.09
1814,Cliente-475,Produto-90,2023-1-12,72.96
1815,Cliente-149,Produto-65,2023-1-14,128.75
1816,Cliente-315,Produto-20,2023-4-24,376.88
1817,Cliente-255,Produto-36,2023-10-4,238.75
1818,Cliente-491,Produto-77,2023-4-20,438.69
1819,Cliente-151,Produto-45,2023-8-4,492.05
1820,Cliente-469,Produto-83,2023-8-2,205.68
1821,Cliente-373,Produto-57,2023-9-10,304.83
1822,Cliente-334,Produto-50,2023-12-21,451.15
1823,Cliente-222,Produto-83,2023-9-14,56.01
